Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Boston Celtics*,28.2,64,18,66,16,11.34,-0.6,10.75,123.2,111.6,11.6,97.2,0.224,0.471,0.609,,Celtics,,,, Nets,,,,Raptors,,,,76ers,,,,Knicks,,,,Bulls,,,,Cavaliers,,,,Pistons,,,,Pacers,,,,Bucks,,,,Wizards,,,,Hawks,,,,Magic,,,,Heat,,,,Hornets,,,,Timberwolves,,,,Thunder,,,,Nuggets,,,,Trail Blazers,,,,Jazz,,,,Lakers,,,,,,,,Warriors,,,,Suns,,,,Kings,,,,Grizzlies,,,,Pelicans,,,,Rockets,,,,Spurs,,,,Mavericks,,
22,Brooklyn Nets,26.1,32,50,34,48,-2.89,-0.13,-3.02,113.2,116.1,-2.9,96.9,0.234,0.412,0.561,,20,Nathan Knight,,,20.00,Jalen Wilson,,,20.00,Jahmi'us Ramsey,116075.00,,20.00,Kai Jones,116075.00,,20.00,Taj Gibson,183704.00,,20.00,Henri Drell,,,20.00,Pete Nance,64343.00,,20.00,Ryan Arcidiacono,2019706.00,,20.00,Nik Stauskas,702311.00,,20.00,Jaylin Galloway,,,20,Eugene Omoruyi,900000.00,,20.00,Trent Forrest,,,,,,,20,R.J. Hampton,,,20,R.J. Hampton,,,20,Jaylen Clark,,,20,Jack White,600000.00,,,,,,20,Marcos Louzada Silva,268032.00,,20,Johnny Juzang,,,20,Skylar Mays,,,20,Xavier Moon,,,,,,,20,Udoka Azubuike,,,20,Neemias Queta,250000.00,,20,Isaiah Todd,1836096.00,,20,Jeremiah Robinson-Earl,,,20,Jermaine Samuels,,,20,Dominick Barlow,455620.00,,20,A.J. Lawson,
23,Utah Jazz,25.1,31,51,29,53,-4.89,0.68,-4.22,115.5,120.4,-4.9,99.5,0.251,0.406,0.579,,21,Drew Peterson,,,21.00,Keon Johnson,,,21.00,Malik Williams,64343.00,,21.00,D.J. Wilson,116075.00,,21.00,DaQuan Jeffries,116075.00,,21.00,Andrew Funk,,,21.00,Craig Porter,,,21.00,Stanley Umude,538460.00,,21.00,Juwan Morgan,576230.00,,,,,,21,Hamidou Diallo,116075.00,,21.00,Vit Krejci,,,,,,,21,Alondes Williams,,,21,Alondes Williams,,,21,Daishen Nix,,,21,Mike Muscala,510730.00,,,,,,21,Ashton Hagans,103550.00,,21,Josh Christopher,,,21,,,,,,,,,,,,21,Théo Maledon,,,21,Juan Toscano-Anderson,116075.00,,21,Kennedy Chandler,1719864.00,,21,Dereon Seabron,,,21,Jeenathan Williams,,,21,Lamar Stevens,400000.00,,21,Brandon Williams,
24,San Antonio Spurs,23,22,60,26,56,-6.49,0.69,-5.8,110,116.4,-6.4,101.1,0.22,0.401,0.563,,,,,,22.00,Jaylen Martin,,,22.00,Mouhamadou Gueye,64343.00,,22.00,Ricky Council,,,22.00,Mamadi Diakite,116075.00,,22.00,Onuralp Bitim,,,22.00,Isaiah Mobley,,,22.00,Taj Gibson,348225.00,,22.00,Malik Fitts,555217.00,,,,,,22,Justin Champagnie,116075.00,,22.00,,,,,,,,,,,,,,,,,,,,22,Keyontae Johnson,,,,,,,22,Taze Moore,64343.00,,22,Micah Potter,,,,,,,,,,,,,,,22,Ish Wainright,,,22,Keon Ellis,,,22,Kenneth Lofton,1719864.00,,22,Malcolm Hill,,,22,Nate Hinton,,,22,Sir'Jabari Rice,,,22,Alex Fudge,
25,Toronto Raptors,25.9,25,57,26,56,-6.44,-0.01,-6.45,112.3,118.8,-6.5,99.4,0.241,0.369,0.566,,,,,,23.00,Jacob Gilyard,,,23.00,D.J. Carton,64343.00,,23.00,Kenneth Lofton,,,23.00,DaQuan Jeffries,116075.00,,23.00,Adama Sanogo,,,23.00,Emoni Bates,,,23.00,Chimezie Metu,215781.00,,23.00,James Johnson,183704.00,,,,,,23,R.J. Hampton,116075.00,,,,,,,,,,,,,,,,,,,,,,23,Olivier Sarr,,,,,,,23,Taze Moore,6434.00,,23,Jason Preston,,,,,,,,,,,,,,,,,,,23,Jalen Slawson,,,23,Wenyen Gabriel,116075.00,,23,Matt Ryan,,,,,,,23,Dominick Barlow,,,,,
26,Memphis Grizzlies,24.4,27,55,24,58,-7,0.43,-6.57,107.2,114.3,-7.1,98.2,0.238,0.428,0.543,,,,,,,,,,24,Malik Williams,12869.00,,24,Javonte Smart,,,24,Jacob Toppin,64343.00,,,,,,24,,,,24,Jaylen Nowell,116075.00,,24,James Johnson,"$183,704 ",,,,,,24,Trey Jemison,64343.00,,,,,,,,,,,,,,,,,,,,,,24,Lindy Waters,,,,,,,24,Duop Reath,,,,,,,,,,,,,,,,,,,,,,,24,Jordan Ford,,,24,Shaquille Harrison,116075.00,,,,,,,,,,24,Seth Millner,,,,,
27,Detroit Pistons,23.8,14,68,20,62,-9.11,0.05,-9.06,109.7,118.8,-9.1,99.8,0.246,0.36,0.562,,,,,,,,,,25,D.J. Carton,,,25,Terquavion Smith,,,25,Duane Washington,,,,,,,,,,,25,Chimezie Metu,116075.00,,25,Isaiah Wong,,,,,,,25,Eugene Omoruyi,,,,,,,,,,,,,,,,,,,,,,,25,Adam Flagler,,,,,,,25,Jamaree Bouyea,,,,,,,,,,,,,,,,,,,,,,,25,Mason Jones,,,25,Jordan Goodwin,116075.00,,,,,,,,,,25,Charles Bediako,,,,,
28,Washington Wizards,24.9,15,67,20,62,-9.29,0,-9.29,110.5,119.6,-9.1,102.7,0.221,0.389,0.567,,,,,,,,,,26,Mouhamadou Gueye,,,26,Ricky Council,,,26,Jacob Toppin,,,,,,,,,,,Rk,,Salary,,26,Oscar Tshiebwe,,,,,,,26,Jared Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,John Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,Rk,,Salary,,,,,,,,,,26,David Duke,,,,,
29,Portland Trail Blazers,24.1,21,61,20,62,-9.02,0.74,-8.29,108.3,117.5,-9.2,97.2,0.228,0.37,0.539,,,,,,,,,,27,Jontay Porter,,,,,,,27,Dmytro Skapintsev,,,,,,,,,,,26,Taj Gibson,116075.00,,27,Kendall Brown,,,,,,,27,John Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Ibou Badji,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Jaylen Nowell,116075.00,,,,,,,,,,27,Mamadi Diakite,,,,,
30,Charlotte Hornets,25.1,21,61,18,64,-10.24,0.13,-10.12,109.3,119.8,-10.5,97.3,0.212,0.391,0.56,,,,,,,,,,28,Javon Freeman-Liberty,,,,,,,28,Jaylen Martin,,,,,,,,,,,27,Tosan Evbuomwan,70777.00,,28,Quenton Jacks,,,,,,,28,Jules Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Skylar Mays,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Jaylen Nowell,116075.00,,,,,,,,,,28,Jamaree Bouyea,,,,,
,League Average,26.6,,,41,41,0,0,0,115.3,115.3,,98.5,0.244,0.395,0.58,,,,,,,,,,29,Ron Harper,,,,,,,29,Duane Washington,,,,,,,,,,,28,Jaylen Nowell,24885.00,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Justin Minaya,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Zavier Simpson,103550.00,,,,,,,,,,29,RaiQuan Gray,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,30,Markquis Nowell,,,,,,,30,Charlie Brown,,,,,,,,,,,29,Tosan Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Ashton Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,29,DeJon Jarreau,103550.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Nathan Knight,,,,,,,,,,,30,Buddy Boeheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,DeJon Jarreau,103550.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Jacob Toppin,,,,,,,,,,,31,Stanley Umude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Mãozinha Pereira,64343.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Jaylen Martin,,,,,,,,,,,32,Jared Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Matthew Hurt,64343.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Malcolm Cazalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Trey Jemison,64343.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Tosan Evbuomwan,64343.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Matthew Hurt,64343.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Mãozinha Pereira,64343.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Zavier Simpson,62130.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Jack White,62130.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Timmy Allen,57908.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Gregory Jackson,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Jordan Goodwin,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Trey Jemison,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Scotty Pippen,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,Vince Williams,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Jacob Gilyard,,,,,,,,,,,,,,,,,
